City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
227,Turukhansk,65.82,87.98,32.29,98,100,14.0,overcast clouds,RU,2020-11-08 14:18:48
228,Linhai,28.85,121.12,54.21,70,0,3.51,clear sky,CN,2020-11-08 14:18:49
229,Nanortalik,60.14,-45.24,31.62,97,100,10.94,overcast clouds,GL,2020-11-08 14:12:41
230,Rafaela,-31.25,-61.49,75.99,45,100,7.0,overcast clouds,AR,2020-11-08 14:18:49
231,Latehar,23.75,84.5,62.56,60,0,2.59,clear sky,IN,2020-11-08 14:18:49
232,Uhlove,44.82,33.6,55.02,71,0,4.83,clear sky,UA,2020-11-08 14:18:49
233,Salinas,36.68,-121.66,53.6,62,40,17.22,scattered clouds,US,2020-11-08 14:15:40
234,Clyde River,70.47,-68.59,1.4,64,1,13.87,clear sky,CA,2020-11-08 14:10:58
235,Margate,51.38,1.39,59.0,76,54,5.01,broken clouds,GB,2020-11-08 14:15:41
236,Salinopolis,-0.61,-47.36,86.63,66,36,15.95,scattered clouds,BR,2020-11-08 14:11:30
237,Sydney,-33.87,151.21,62.01,72,75,5.82,light intensity shower rain,AU,2020-11-08 14:13:47
238,Gurupi,-11.73,-49.07,92.12,43,57,9.84,broken clouds,BR,2020-11-08 14:15:36
239,Marfino,55.7,37.38,71.38,87,75,15.66,light rain,RU,2020-11-08 14:18:50
240,Ancud,-41.87,-73.82,66.0,62,0,13.87,clear sky,CL,2020-11-08 14:14:52
241,Kayes,14.0,-11.0,100.83,8,0,9.06,clear sky,ML,2020-11-08 14:18:51
242,Cajabamba,-7.62,-78.05,61.86,53,62,6.53,broken clouds,PE,2020-11-08 14:18:51
243,Lagoa,39.05,-27.98,59.83,74,84,14.47,light rain,PT,2020-11-08 14:14:53
244,Westport,41.14,-73.36,61.0,76,1,3.36,clear sky,US,2020-11-08 14:14:42
245,Russell,32.35,-85.2,68.0,82,90,5.82,overcast clouds,US,2020-11-08 14:18:51
246,Andrews,32.32,-102.55,57.2,71,1,13.87,clear sky,US,2020-11-08 14:14:03
247,Birobidzhan,48.8,132.95,26.91,87,81,7.0,broken clouds,RU,2020-11-08 14:18:51
248,Vila Velha,-20.33,-40.29,84.2,70,40,11.41,scattered clouds,BR,2020-11-08 14:14:52
249,Pingxiang,27.62,113.85,57.74,53,0,3.67,light rain,CN,2020-11-08 14:18:52
250,Iquique,-20.22,-70.14,66.2,55,0,12.75,clear sky,CL,2020-11-08 14:15:27
251,Srandakan,-7.94,110.25,79.29,81,64,4.61,broken clouds,ID,2020-11-08 14:15:54
252,Odessa,46.48,30.73,55.4,71,0,8.95,clear sky,UA,2020-11-08 14:18:52
253,Alofi,-19.06,-169.92,68.0,94,9,2.24,light rain,NU,2020-11-08 14:15:49
254,Baijiantan,45.63,85.18,39.11,63,0,2.1,clear sky,CN,2020-11-08 14:18:52
255,Holme,56.11,10.17,53.6,76,0,5.82,clear sky,DK,2020-11-08 14:18:53
256,Ingham,42.6,-84.38,55.4,76,1,6.93,clear sky,US,2020-11-08 14:18:53
257,Luwuk,-0.95,122.79,77.16,59,36,3.51,scattered clouds,ID,2020-11-08 14:18:53
258,Katsuura,35.13,140.3,62.01,57,29,3.0,light rain,JP,2020-11-08 14:14:35
259,Arlit,18.74,7.39,85.89,15,0,1.68,clear sky,NE,2020-11-08 14:18:53
260,Staritsa,56.51,34.94,45.64,85,93,11.21,light rain,RU,2020-11-08 14:18:53
261,Kununurra,-15.77,128.73,84.2,48,97,3.36,overcast clouds,AU,2020-11-08 14:18:54
262,Kapuskasing,49.42,-82.43,42.8,100,50,4.7,scattered clouds,CA,2020-11-08 14:18:54
263,Belyy Yar,53.6,91.39,28.4,92,16,2.24,few clouds,RU,2020-11-08 14:18:54
264,Porto Novo,6.5,2.6,86.0,70,20,5.82,few clouds,BJ,2020-11-08 14:18:54
265,Pinega,64.7,43.39,36.12,83,100,11.77,light rain,RU,2020-11-08 14:18:54
266,Dongsheng,39.82,109.98,35.28,74,0,3.83,clear sky,CN,2020-11-08 14:18:54
267,Tadine,-21.55,167.88,72.21,78,25,12.44,scattered clouds,NC,2020-11-08 14:18:55
268,Portland,45.52,-122.68,37.99,69,20,4.7,few clouds,US,2020-11-08 14:09:58
269,Iona,26.52,-81.96,75.99,100,75,17.22,light rain,US,2020-11-08 14:18:55
270,Maldonado,-34.67,-54.92,73.0,77,20,4.7,few clouds,UY,2020-11-08 14:15:26
271,Hovd,48.01,91.64,28.72,89,0,0.58,clear sky,MN,2020-11-08 14:16:10
272,Ponta Do Sol,32.67,-17.1,71.6,64,40,4.7,scattered clouds,PT,2020-11-08 14:11:58
273,Victoria,22.29,114.16,78.01,67,57,11.88,broken clouds,HK,2020-11-08 14:14:40
274,Gravdal,68.12,13.5,41.0,80,75,100.21,shower rain,NO,2020-11-08 14:18:55
275,Tura,25.52,90.22,66.9,87,0,3.78,clear sky,IN,2020-11-08 14:12:05
276,North Bend,43.41,-124.22,41.0,86,75,8.05,broken clouds,US,2020-11-08 14:18:56
277,Takoradi,4.88,-1.76,84.36,70,97,8.7,light rain,GH,2020-11-08 14:18:56
278,Tocopilla,-22.09,-70.2,69.64,48,5,7.7,clear sky,CL,2020-11-08 14:18:56
279,Longyearbyen,78.22,15.64,30.2,80,75,18.34,light snow,SJ,2020-11-08 14:15:12
280,Palia Kalan,28.45,80.58,68.59,41,0,3.62,clear sky,IN,2020-11-08 14:18:56
281,Bonavista,48.65,-53.11,37.0,69,95,6.93,overcast clouds,CA,2020-11-08 14:18:57
282,Hanmer Springs,-42.52,172.82,34.74,87,30,1.12,scattered clouds,NZ,2020-11-08 14:18:57
283,Acarau,-2.89,-40.12,90.05,52,16,20.65,few clouds,BR,2020-11-08 14:18:57
284,Constitucion,-35.33,-72.42,65.53,52,70,4.14,broken clouds,CL,2020-11-08 14:14:33
285,Miraflores,19.22,-98.81,48.2,87,5,6.93,clear sky,MX,2020-11-08 14:15:15
286,Gasa,31.5,34.47,73.99,41,98,3.0,overcast clouds,PS,2020-11-08 14:16:03
287,Lerwick,60.15,-1.15,50.0,87,40,12.75,scattered clouds,GB,2020-11-08 14:18:58
288,Okha,53.57,142.95,25.29,93,100,17.96,snow,RU,2020-11-08 14:18:59
289,Kieta,-6.22,155.63,79.52,79,87,2.86,light rain,PG,2020-11-08 14:18:59
290,Codrington,-38.27,141.97,49.1,89,0,8.77,clear sky,AU,2020-11-08 14:16:08
291,Ushibuka,32.19,130.02,62.4,65,30,19.1,scattered clouds,JP,2020-11-08 14:18:59
292,Mabaruma,8.2,-59.78,82.29,87,98,5.1,heavy intensity rain,GY,2020-11-08 14:19:00
293,Batangafo,7.3,18.28,94.82,34,9,1.1,clear sky,CF,2020-11-08 14:19:00
294,Aasiaat,68.71,-52.87,3.74,87,30,6.71,scattered clouds,GL,2020-11-08 14:15:37
295,Mumford,5.26,-0.76,83.46,72,68,9.46,broken clouds,GH,2020-11-08 14:19:00
296,Nara,34.69,135.8,59.0,55,47,8.41,scattered clouds,JP,2020-11-08 14:14:54
297,Pevek,69.7,170.31,11.73,95,83,2.39,broken clouds,RU,2020-11-08 14:12:06
298,Mehamn,71.04,27.85,35.2,85,100,27.29,overcast clouds,NO,2020-11-08 14:14:31
299,Padang,-0.95,100.35,77.83,77,100,2.24,heavy intensity rain,ID,2020-11-08 14:14:10
300,Gari,59.43,62.35,30.67,98,100,8.66,overcast clouds,RU,2020-11-08 14:19:02
301,Barrow,71.29,-156.79,21.2,85,90,21.92,overcast clouds,US,2020-11-08 14:10:02
302,San Quintin,30.48,-115.95,57.6,63,59,4.29,broken clouds,MX,2020-11-08 14:14:51
303,Erzin,36.96,36.2,75.99,36,0,2.37,clear sky,TR,2020-11-08 14:19:02
304,Ginir,7.13,40.7,63.54,86,51,7.07,light rain,ET,2020-11-08 14:16:02
305,Touros,-5.2,-35.46,80.6,78,75,17.22,shower rain,BR,2020-11-08 14:12:27
306,Hualmay,-11.1,-77.61,65.79,70,76,10.56,broken clouds,PE,2020-11-08 14:15:08
307,Qaqortoq,60.72,-46.03,33.8,80,100,10.29,light intensity shower rain,GL,2020-11-08 14:19:03
308,Minab,27.15,57.08,82.4,65,20,9.17,few clouds,IR,2020-11-08 14:19:03
309,Ribeira Grande,38.52,-28.7,62.6,59,75,11.41,broken clouds,PT,2020-11-08 14:14:36
310,Pitimbu,-7.47,-34.81,84.2,66,75,18.34,broken clouds,BR,2020-11-08 14:19:03
311,Razole,16.48,81.83,74.1,65,0,4.03,clear sky,IN,2020-11-08 14:19:03
312,Riom,45.92,2.92,68.0,52,75,8.05,broken clouds,FR,2020-11-08 14:19:04
313,Mapiripan,2.89,-72.13,82.62,71,96,4.68,light rain,CO,2020-11-08 14:19:04
314,Mulki,13.1,74.8,84.2,79,20,3.36,few clouds,IN,2020-11-08 14:19:04
315,Mount Isa,-20.73,139.5,80.6,13,93,3.36,overcast clouds,AU,2020-11-08 14:14:40
316,Kaohsiung,22.62,120.31,73.4,73,75,6.93,broken clouds,TW,2020-11-08 14:13:06
317,Ust-Nera,64.57,143.2,-13.04,80,19,4.18,few clouds,RU,2020-11-08 14:19:05
318,Guerrero Negro,27.98,-114.06,61.05,68,0,12.03,clear sky,MX,2020-11-08 14:14:44
319,High Level,58.52,-117.14,10.4,92,75,3.18,mist,CA,2020-11-08 14:19:05
320,La Palma,33.85,-118.05,53.6,71,90,13.78,overcast clouds,US,2020-11-08 14:19:05
321,Tulun,54.56,100.58,33.64,91,74,5.48,broken clouds,RU,2020-11-08 14:19:05
322,Santa Maria Del Oro,25.93,-105.37,53.87,55,0,4.38,clear sky,MX,2020-11-08 14:19:06
323,Korla,41.76,86.15,39.36,61,5,0.76,clear sky,CN,2020-11-08 14:19:06
324,Gaomi,36.38,119.75,48.0,45,0,6.71,clear sky,CN,2020-11-08 14:19:06
325,Brandon,27.94,-82.29,77.0,83,75,12.75,broken clouds,US,2020-11-08 14:15:07
326,Ogulin,45.27,15.23,64.4,42,0,3.36,clear sky,HR,2020-11-08 14:19:06
327,Paka,4.64,103.44,78.8,94,98,3.91,overcast clouds,MY,2020-11-08 14:19:06
328,Mount Gambier,-37.83,140.77,53.6,87,16,4.7,few clouds,AU,2020-11-08 14:11:53
329,Tasiilaq,65.61,-37.64,30.2,86,100,32.21,snow,GL,2020-11-08 14:14:38
330,Brae,60.4,-1.35,50.0,87,40,12.75,scattered clouds,GB,2020-11-08 14:14:45
331,Bambanglipuro,-7.95,110.28,79.18,81,61,4.56,broken clouds,ID,2020-11-08 14:19:07
332,Lata,40.16,-8.33,60.01,91,96,1.99,light rain,PT,2020-11-08 14:14:40
333,Los Llanos De Aridane,28.66,-17.92,75.2,53,20,5.82,few clouds,ES,2020-11-08 14:14:35
334,Leningradskiy,69.38,178.42,18.25,95,100,5.06,overcast clouds,RU,2020-11-08 14:12:10
335,Isangel,-19.55,169.27,75.69,85,29,15.01,scattered clouds,VU,2020-11-08 14:15:39
336,Chidambaram,11.4,79.7,81.1,75,0,15.21,clear sky,IN,2020-11-08 14:19:08
337,Bengkulu,-3.8,102.27,77.54,87,100,7.92,moderate rain,ID,2020-11-08 14:14:37
338,Souillac,-20.52,57.52,77.0,78,40,11.41,scattered clouds,MU,2020-11-08 14:14:25
339,Yeppoon,-23.13,150.73,71.6,68,23,12.75,few clouds,AU,2020-11-08 14:19:08
340,Cap Malheureux,-19.98,57.61,75.0,79,2,5.01,clear sky,MU,2020-11-08 14:15:57
341,Ejea De Los Caballeros,42.13,-1.14,62.6,63,100,14.99,overcast clouds,ES,2020-11-08 14:19:09
342,Chapais,49.78,-74.85,33.8,100,90,5.82,mist,CA,2020-11-08 14:16:27
343,Noshiro,40.2,140.02,44.31,63,99,25.57,light rain,JP,2020-11-08 14:19:09
344,Yulara,-25.24,130.99,86.0,17,84,11.41,broken clouds,AU,2020-11-08 14:15:24
345,Monterey,36.25,-121.25,53.6,62,40,17.22,scattered clouds,US,2020-11-08 14:19:09
346,Cidreira,-30.18,-50.21,69.75,80,98,14.65,overcast clouds,BR,2020-11-08 14:14:27
347,Juruti,-2.15,-56.09,90.52,52,0,7.29,clear sky,BR,2020-11-08 14:19:10
348,Gizo,-8.1,156.84,83.08,73,99,6.44,overcast clouds,SB,2020-11-08 14:19:10
349,Matay,28.42,30.78,77.95,35,69,12.44,broken clouds,EG,2020-11-08 14:16:05
350,Northam,51.03,-4.22,59.0,88,7,1.99,clear sky,GB,2020-11-08 14:19:10
351,Selma,36.57,-119.61,48.2,87,90,4.7,overcast clouds,US,2020-11-08 14:19:10
352,Takanosu,40.22,140.37,40.53,70,100,12.66,overcast clouds,JP,2020-11-08 14:19:11
353,Kendari,-3.94,122.5,77.16,83,77,1.95,broken clouds,ID,2020-11-08 14:19:11
354,Kemijarvi,66.71,27.43,30.52,92,4,7.29,clear sky,FI,2020-11-08 14:19:11
355,Kadoma,34.73,135.58,57.99,59,18,10.16,few clouds,JP,2020-11-08 14:19:11
356,Cocorit,27.58,-109.97,75.2,78,20,10.29,fog,MX,2020-11-08 14:19:11
357,Marechal Candido Rondon,-24.56,-54.06,89.96,29,10,8.46,clear sky,BR,2020-11-08 14:19:12
358,San Patricio,28.02,-97.52,70.0,100,40,6.93,mist,US,2020-11-08 14:14:42
359,Ketchikan,55.34,-131.65,33.8,100,1,3.36,clear sky,US,2020-11-08 14:18:09
360,Ossora,59.24,163.07,24.58,88,0,5.97,clear sky,RU,2020-11-08 14:15:55
361,Kungurtug,50.6,97.52,26.31,92,0,3.06,clear sky,RU,2020-11-08 14:15:42
362,Pavlodar,52.3,76.95,46.4,65,90,11.18,light intensity shower rain,KZ,2020-11-08 14:19:12
363,Bima,-8.47,118.72,79.36,76,31,3.78,scattered clouds,ID,2020-11-08 14:19:12
364,Tucson,32.22,-110.93,48.99,57,1,6.93,clear sky,US,2020-11-08 14:17:50
365,Bukoba,-1.33,31.81,78.8,69,20,11.41,few clouds,TZ,2020-11-08 14:19:13
366,Lewisporte,49.25,-55.05,33.8,69,40,12.75,scattered clouds,CA,2020-11-08 14:19:13
367,Tazovskiy,67.47,78.7,25.56,99,100,2.82,light snow,RU,2020-11-08 14:19:13
368,Araouane,18.9,-3.53,93.15,11,34,14.41,scattered clouds,ML,2020-11-08 14:19:13
369,Magdagachi,53.45,125.8,2.95,89,0,6.49,clear sky,RU,2020-11-08 14:19:13
370,Kiruna,67.86,20.23,26.6,79,71,9.17,broken clouds,SE,2020-11-08 14:19:13
371,Tres Lagoas,-20.75,-51.68,97.41,18,0,7.78,clear sky,BR,2020-11-08 14:16:46
372,Aden,12.78,45.04,80.76,75,0,15.73,clear sky,YE,2020-11-08 14:17:18
373,Olinda,-8.01,-34.86,86.0,66,75,16.11,broken clouds,BR,2020-11-08 14:16:03
374,Rokytne,51.28,27.21,48.99,83,23,5.12,few clouds,UA,2020-11-08 14:19:14
375,Najran,17.49,44.13,89.6,14,0,11.41,clear sky,SA,2020-11-08 14:19:14
376,Christchurch,-43.53,172.63,44.6,81,56,5.82,broken clouds,NZ,2020-11-08 14:19:14
377,Bandarbeyla,9.49,50.81,77.9,80,25,13.96,scattered clouds,SO,2020-11-08 14:19:14
378,Laguna De Perlas,12.34,-83.67,77.0,94,20,4.7,few clouds,NI,2020-11-08 14:19:14
379,Roma,43.21,-75.46,57.0,76,1,1.21,clear sky,US,2020-11-08 14:15:11
380,Akdepe,42.06,59.38,51.8,62,0,13.87,clear sky,TM,2020-11-08 14:19:15
381,Osoyoos,49.03,-119.45,37.4,37,95,24.16,overcast clouds,CA,2020-11-08 14:19:15
382,Pucallpa,-8.38,-74.55,82.4,74,40,3.36,scattered clouds,PE,2020-11-08 14:19:15
383,Vilhena,-12.74,-60.15,82.4,69,0,10.29,clear sky,BR,2020-11-08 14:15:43
384,Bethel,41.37,-73.41,57.99,93,1,3.56,clear sky,US,2020-11-08 14:12:26
385,Koslan,63.46,48.9,33.22,94,100,12.71,overcast clouds,RU,2020-11-08 14:19:15
386,Price,39.6,-110.81,30.2,63,20,4.7,few clouds,US,2020-11-08 14:14:55
387,Lorengau,-2.02,147.27,81.09,71,100,0.89,overcast clouds,PG,2020-11-08 14:15:36
388,Hamilton,39.18,-84.53,60.01,66,1,3.36,clear sky,US,2020-11-08 14:15:46
389,Bagojo,25.87,-109.12,73.99,94,11,3.0,few clouds,MX,2020-11-08 14:19:16
390,Singarayakonda,15.25,80.03,79.23,76,0,7.18,clear sky,IN,2020-11-08 14:19:16
391,Vostok,46.49,135.88,18.93,99,100,4.43,overcast clouds,RU,2020-11-08 14:16:03
392,Jutai,-5.18,-68.9,79.65,85,100,1.01,light rain,BR,2020-11-08 14:19:16
393,Roald,62.58,6.13,44.6,93,75,5.82,light intensity drizzle,NO,2020-11-08 14:19:17
394,Pangkalanbuun,-2.68,111.62,75.67,93,67,1.25,heavy intensity rain,ID,2020-11-08 14:15:44
395,Hirado,33.36,129.55,59.0,58,0,5.99,clear sky,JP,2020-11-08 14:19:17
396,Vieques,18.43,-65.83,84.2,83,40,6.93,shower rain,PR,2020-11-08 14:19:17
397,Biskamzha,53.45,89.53,35.53,83,71,2.86,broken clouds,RU,2020-11-08 14:19:17
398,Machico,32.7,-16.77,71.6,64,40,5.82,scattered clouds,PT,2020-11-08 14:19:17
399,Carutapera,-1.2,-46.02,88.86,55,85,13.38,overcast clouds,BR,2020-11-08 14:15:48
400,Yuanping,38.72,112.76,41.61,52,0,2.77,clear sky,CN,2020-11-08 14:19:18
401,Dori,14.04,-0.03,94.91,10,0,12.77,clear sky,BF,2020-11-08 14:19:18
402,Zalesovo,53.99,84.74,38.17,80,100,8.32,overcast clouds,RU,2020-11-08 14:19:19
403,Chimore,-16.98,-65.13,98.44,20,2,4.12,clear sky,BO,2020-11-08 14:19:19
404,Bardsir,29.92,56.57,71.6,10,0,4.7,clear sky,IR,2020-11-08 14:19:20
405,Hamada,34.88,132.08,51.01,11,43,5.99,scattered clouds,JP,2020-11-08 14:19:20
406,Charagua,-19.8,-63.22,80.6,44,40,11.65,smoke,BO,2020-11-08 14:19:20
407,Petrinja,45.44,16.29,42.8,93,90,3.36,fog,HR,2020-11-08 14:19:20
408,Fort Nelson,58.81,-122.7,6.8,84,5,5.82,clear sky,CA,2020-11-08 14:16:07
409,Donskoye,45.46,41.97,53.67,76,0,11.18,clear sky,RU,2020-11-08 14:19:20
410,Ilulissat,69.22,-51.1,10.4,55,20,10.29,few clouds,GL,2020-11-08 14:15:08
411,Nambucca Heads,-30.65,153.0,62.6,67,90,5.82,overcast clouds,AU,2020-11-08 14:19:21
412,Rapid Valley,44.06,-103.15,55.4,53,1,8.05,clear sky,US,2020-11-08 14:19:21
413,Helong,42.54,129.0,24.48,77,0,11.1,clear sky,CN,2020-11-08 14:19:21
414,Oranjemund,-28.55,16.43,66.36,65,0,14.83,clear sky,NA,2020-11-08 14:16:15
415,Santa Barbara,34.73,-120.03,46.99,87,75,8.43,broken clouds,US,2020-11-08 14:15:40
416,Kruszwica,52.68,18.33,46.99,87,90,2.24,overcast clouds,PL,2020-11-08 14:19:21
417,Montepuez,-13.13,39.0,94.69,25,97,7.99,overcast clouds,MZ,2020-11-08 14:19:21
418,Hokitika,-42.72,170.97,43.07,75,48,6.67,scattered clouds,NZ,2020-11-08 14:19:21
419,Mutare,-18.97,32.67,92.39,18,13,8.95,few clouds,ZW,2020-11-08 14:19:22
420,Geraldton,-28.77,114.6,64.4,72,40,5.82,scattered clouds,AU,2020-11-08 14:14:56
421,Pasni,25.26,63.47,78.26,57,0,10.04,clear sky,PK,2020-11-08 14:19:22
422,Haimen,23.19,116.61,71.6,64,0,6.71,clear sky,CN,2020-11-08 14:19:22
423,Maarianhamina,60.1,19.93,42.8,75,0,4.7,clear sky,AX,2020-11-08 14:14:42
424,Zhigansk,66.77,123.37,-17.28,89,13,1.9,few clouds,RU,2020-11-08 14:12:05
425,Yerbogachen,61.28,108.01,17.4,96,100,8.95,overcast clouds,RU,2020-11-08 14:12:05
426,Goderich,43.75,-81.72,55.4,66,0,5.82,clear sky,CA,2020-11-08 14:12:28
427,Dingle,11.0,122.67,75.79,87,97,1.72,overcast clouds,PH,2020-11-08 14:12:47
428,Majene,-3.54,118.97,79.77,75,42,1.14,scattered clouds,ID,2020-11-08 14:19:23
429,Minsk,53.9,27.57,46.4,87,75,11.18,broken clouds,BY,2020-11-08 14:19:23
430,Meulaboh,4.14,96.13,76.17,92,100,5.64,moderate rain,ID,2020-11-08 14:15:48
431,Fortuna,40.6,-124.16,45.0,93,90,5.82,overcast clouds,US,2020-11-08 14:14:54
432,Elbasan,41.11,20.08,68.0,42,0,8.05,clear sky,AL,2020-11-08 14:19:23
433,Rakiv Lis,51.62,24.92,50.77,68,24,5.44,few clouds,UA,2020-11-08 14:19:24
434,Cardston,49.2,-113.3,14.0,85,100,17.22,snow,CA,2020-11-08 14:15:06
435,Labuhan,-6.88,112.21,83.35,71,100,1.39,overcast clouds,ID,2020-11-08 14:11:51
436,Erdenet,49.03,104.08,29.08,89,0,4.45,clear sky,MN,2020-11-08 14:19:24
437,Yunhe,34.08,119.72,50.31,51,0,1.99,clear sky,CN,2020-11-08 14:19:24
438,Salalah,17.02,54.09,84.2,66,0,6.93,clear sky,OM,2020-11-08 14:11:43
439,Lang Suan,9.95,99.08,80.6,88,20,4.7,heavy intensity rain,TH,2020-11-08 14:19:25
440,Kokopo,-4.35,152.26,77.5,87,47,5.17,light rain,PG,2020-11-08 14:19:25
441,Ondangwa,-17.92,15.95,104.0,10,0,3.36,clear sky,NA,2020-11-08 14:19:25
442,Thinadhoo,0.53,72.93,84.87,73,74,10.87,broken clouds,MV,2020-11-08 14:19:25
443,Namibe,-15.2,12.15,78.8,65,75,13.87,broken clouds,AO,2020-11-08 14:19:25
444,Hong Gai,20.96,107.09,75.2,83,0,5.12,clear sky,VN,2020-11-08 14:19:26
445,Laem Sing,12.48,102.07,79.0,10,74,11.27,broken clouds,TH,2020-11-08 14:19:26
446,Khani,41.96,42.96,59.0,72,75,3.36,broken clouds,GE,2020-11-08 14:12:17
447,Sadiqabad,28.31,70.13,74.41,20,0,4.12,clear sky,PK,2020-11-08 14:19:26
448,Forestville,38.85,-76.88,61.0,100,1,2.13,clear sky,US,2020-11-08 14:19:26
449,Port Lincoln,-34.73,135.87,63.91,63,18,14.2,few clouds,AU,2020-11-08 14:14:55
450,Birao,10.28,22.79,95.0,18,0,3.83,clear sky,CF,2020-11-08 14:16:33
451,Griffith,41.53,-87.42,60.01,67,90,4.7,overcast clouds,US,2020-11-08 14:19:26
452,Bara,10.37,10.73,91.4,19,75,5.82,broken clouds,NG,2020-11-08 14:19:27
453,Calama,-22.47,-68.93,68.0,9,0,14.99,clear sky,CL,2020-11-08 14:19:27
454,Karratha,-20.74,116.85,72.61,70,0,12.84,light rain,AU,2020-11-08 14:15:10
455,Hauterive,46.09,3.45,68.0,52,75,8.05,broken clouds,FR,2020-11-08 14:19:27
456,Zeya,53.75,127.27,5.18,82,0,5.21,clear sky,RU,2020-11-08 14:19:27
457,Makkaveyevo,51.75,113.95,21.2,92,100,1.25,overcast clouds,RU,2020-11-08 14:19:27
